Date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold,Penetration Rate
01-06-2023,Mizoram,2-Wheelers,4,1795,0.222841226
01-07-2021,Gujarat,4-Wheelers,53,23792,0.222763954
01-01-2023,Manipur,2-Wheelers,7,3158,0.221659278
01-01-2022,Madhya Pradesh,4-Wheelers,25,11325,0.220750552
01-07-2022,Meghalaya,2-Wheelers,3,1363,0.220102715
01-08-2022,Manipur,2-Wheelers,8,3647,0.219358377
01-10-2023,Jammu and Kashmir,4-Wheelers,10,4603,0.21724962
01-06-2023,Meghalaya,4-Wheelers,2,950,0.210526316
01-08-2023,Mizoram,2-Wheelers,4,1908,0.209643606
01-10-2021,Madhya Pradesh,4-Wheelers,20,9554,0.209336404
01-10-2021,Chhattisgarh,4-Wheelers,11,5255,0.209324453
01-11-2022,Meghalaya,2-Wheelers,3,1438,0.208623088
01-04-2021,Rajasthan,4-Wheelers,22,10647,0.206630976
01-04-2021,Himachal Pradesh,2-Wheelers,9,4360,0.206422018
01-07-2023,Tripura,2-Wheelers,6,2942,0.203942896
01-08-2021,Madhya Pradesh,4-Wheelers,26,12758,0.203793698
01-09-2023,Jammu and Kashmir,4-Wheelers,9,4430,0.203160271
01-05-2021,Uttarakhand,2-Wheelers,6,2957,0.202908353
01-04-2021,Gujarat,2-Wheelers,98,49005,0.199979594
01-04-2023,Meghalaya,2-Wheelers,3,1501,0.199866755
01-04-2022,Jharkhand,4-Wheelers,9,4564,0.197195443
01-07-2022,Jammu and Kashmir,4-Wheelers,9,4577,0.196635351
01-03-2023,Himachal Pradesh,4-Wheelers,7,3574,0.195858982
01-09-2021,Madhya Pradesh,4-Wheelers,23,11756,0.195644777
01-02-2022,Madhya Pradesh,4-Wheelers,22,11274,0.195139258
01-01-2024,Mizoram,4-Wheelers,1,513,0.194931774
01-05-2023,Meghalaya,4-Wheelers,2,1027,0.194741967
01-05-2022,Nagaland,2-Wheelers,1,514,0.194552529
01-07-2022,Bihar,4-Wheelers,10,5215,0.191754554
01-09-2022,Meghalaya,4-Wheelers,2,1047,0.191021968
01-01-2024,Jammu and Kashmir,4-Wheelers,10,5264,0.189969605
01-07-2022,Meghalaya,4-Wheelers,2,1053,0.189933523
01-09-2023,Nagaland,2-Wheelers,1,531,0.188323917
01-11-2021,Puducherry,4-Wheelers,1,532,0.187969925
01-07-2023,Arunachal Pradesh,4-Wheelers,2,1069,0.187090739
01-02-2023,Assam,4-Wheelers,13,7029,0.184948072
01-02-2023,Uttar Pradesh,4-Wheelers,60,32464,0.184820108
01-05-2022,Bihar,4-Wheelers,12,6495,0.184757506
01-10-2022,Mizoram,2-Wheelers,3,1638,0.183150183
01-04-2023,Meghalaya,4-Wheelers,2,1094,0.182815356
01-05-2021,Gujarat,4-Wheelers,29,15959,0.181715646
01-10-2022,Haryana,4-Wheelers,39,21475,0.181606519
01-01-2022,Bihar,4-Wheelers,10,5538,0.180570603
01-10-2023,Arunachal Pradesh,4-Wheelers,2,1111,0.180018002
01-03-2024,Meghalaya,2-Wheelers,4,2223,0.179937022
01-05-2021,Jharkhand,2-Wheelers,39,21680,0.179889299
01-02-2023,Jammu and Kashmir,4-Wheelers,8,4449,0.179815689
01-03-2022,Bihar,4-Wheelers,12,6694,0.179265013
01-12-2023,Arunachal Pradesh,4-Wheelers,2,1137,0.175901495
01-10-2022,Jammu and Kashmir,4-Wheelers,8,4556,0.175592625
01-05-2021,Rajasthan,2-Wheelers,33,18802,0.175513243
01-02-2024,Manipur,2-Wheelers,3,1723,0.174114916
01-12-2022,Himachal Pradesh,4-Wheelers,7,4026,0.173869846
01-09-2021,Nagaland,2-Wheelers,1,578,0.173010381
01-02-2022,Haryana,4-Wheelers,28,16353,0.171222406
01-03-2024,Nagaland,2-Wheelers,2,1180,0.169491525
01-05-2022,Haryana,4-Wheelers,31,18343,0.169001799
01-02-2023,Meghalaya,2-Wheelers,2,1192,0.167785235
01-07-2022,Jharkhand,4-Wheelers,7,4187,0.167184141
01-07-2023,Nagaland,2-Wheelers,1,599,0.166944908
01-07-2022,Himachal Pradesh,4-Wheelers,6,3618,0.165837479
01-01-2022,Tripura,2-Wheelers,5,3043,0.164311535
01-07-2022,Assam,4-Wheelers,11,6769,0.16250554
01-08-2021,Uttarakhand,4-Wheelers,6,3760,0.159574468
01-10-2021,DNH and DD,2-Wheelers,1,628,0.159235669
01-10-2022,Manipur,2-Wheelers,4,2532,0.157977883
01-11-2023,Nagaland,2-Wheelers,1,634,0.157728707
01-11-2021,Bihar,4-Wheelers,11,6992,0.157322654
01-09-2021,Assam,2-Wheelers,38,24438,0.15549554
01-06-2022,Meghalaya,2-Wheelers,2,1291,0.154918668
01-06-2022,Assam,4-Wheelers,9,5825,0.154506438
01-02-2023,Punjab,4-Wheelers,18,11765,0.152996175
01-04-2021,DNH and DD,2-Wheelers,1,657,0.152207002
01-06-2021,Chandigarh,2-Wheelers,2,1314,0.152207002
01-05-2021,West Bengal,4-Wheelers,6,3962,0.151438667
01-11-2021,Jharkhand,4-Wheelers,8,5320,0.15037594
01-09-2021,DNH and DD,2-Wheelers,1,666,0.15015015
01-06-2022,Haryana,4-Wheelers,26,17365,0.149726461
01-02-2022,Jammu and Kashmir,4-Wheelers,7,4679,0.149604616
01-09-2022,Assam,4-Wheelers,13,8690,0.149597238
01-08-2022,Assam,4-Wheelers,10,6733,0.148522204
01-01-2022,Haryana,4-Wheelers,26,17633,0.147450802
01-05-2021,Punjab,2-Wheelers,21,14366,0.146178477
01-10-2022,Assam,4-Wheelers,11,7529,0.14610174
01-04-2023,Nagaland,4-Wheelers,1,687,0.145560408
01-12-2023,Arunachal Pradesh,2-Wheelers,2,1377,0.145243282
01-11-2023,Meghalaya,4-Wheelers,2,1387,0.144196107
01-09-2022,Himachal Pradesh,4-Wheelers,4,2815,0.142095915
01-02-2022,Bihar,4-Wheelers,8,5658,0.141392718
01-07-2021,Uttar Pradesh,2-Wheelers,303,215180,0.140812343
01-04-2021,Chandigarh,4-Wheelers,2,1426,0.140252454
01-10-2023,Tripura,2-Wheelers,6,4285,0.140023337
01-12-2021,Bihar,4-Wheelers,7,5031,0.139137348
01-02-2022,Himachal Pradesh,4-Wheelers,5,3616,0.138274336
01-12-2021,Chhattisgarh,4-Wheelers,5,3651,0.136948781
01-01-2022,Manipur,2-Wheelers,5,3660,0.136612022
01-07-2023,Nagaland,4-Wheelers,1,739,0.135317997
01-04-2022,Bihar,4-Wheelers,8,5981,0.133756897
01-07-2021,Meghalaya,4-Wheelers,1,759,0.131752306
01-06-2022,DNH and DD,2-Wheelers,1,767,0.130378096
01-11-2022,Assam,4-Wheelers,10,7676,0.130276186
01-09-2021,West Bengal,2-Wheelers,84,65430,0.128381476
01-04-2022,Himachal Pradesh,4-Wheelers,4,3140,0.127388535
01-08-2021,West Bengal,2-Wheelers,80,63613,0.125760458
01-10-2021,West Bengal,2-Wheelers,67,53475,0.125292193
01-06-2021,Jharkhand,2-Wheelers,42,33533,0.125249754
01-04-2021,Uttar Pradesh,2-Wheelers,171,137840,0.124056878
01-04-2022,Manipur,4-Wheelers,1,813,0.12300123
01-08-2021,Bihar,4-Wheelers,7,5724,0.122292103
01-02-2024,Nagaland,4-Wheelers,1,822,0.121654501
01-11-2021,Manipur,2-Wheelers,3,2490,0.120481928
01-10-2021,Bihar,4-Wheelers,7,5838,0.119904077
01-08-2021,Puducherry,4-Wheelers,1,837,0.119474313
01-01-2023,Himachal Pradesh,4-Wheelers,5,4192,0.119274809
01-07-2021,Madhya Pradesh,4-Wheelers,17,14581,0.116590083
01-04-2022,Meghalaya,4-Wheelers,1,860,0.11627907
01-11-2023,Nagaland,4-Wheelers,1,860,0.11627907
01-08-2022,Meghalaya,2-Wheelers,2,1734,0.115340254
01-01-2022,Jharkhand,4-Wheelers,5,4345,0.115074799
01-06-2022,Mizoram,2-Wheelers,2,1750,0.114285714
01-05-2021,Chhattisgarh,2-Wheelers,6,5280,0.113636364
01-04-2023,Arunachal Pradesh,4-Wheelers,1,892,0.112107623
01-02-2022,Tripura,2-Wheelers,3,2705,0.11090573
01-06-2021,Chhattisgarh,4-Wheelers,5,4526,0.110472824
01-12-2021,Manipur,2-Wheelers,4,3649,0.109619074
01-02-2022,Meghalaya,4-Wheelers,1,917,0.109051254
01-12-2022,Arunachal Pradesh,2-Wheelers,1,925,0.108108108
01-04-2021,Meghalaya,4-Wheelers,1,930,0.107526882
01-06-2021,Madhya Pradesh,4-Wheelers,13,12092,0.107509097
01-04-2023,Jammu and Kashmir,4-Wheelers,4,3728,0.107296137
01-11-2021,DNH and DD,2-Wheelers,1,938,0.106609808
01-07-2022,Arunachal Pradesh,4-Wheelers,1,947,0.105596621
01-12-2022,Bihar,4-Wheelers,5,4752,0.105218855
01-03-2023,Punjab,4-Wheelers,13,12430,0.10458568
01-10-2021,Jharkhand,4-Wheelers,5,4806,0.104036621
01-08-2021,Assam,2-Wheelers,26,25097,0.10359804
01-05-2022,Assam,4-Wheelers,7,6761,0.10353498
01-09-2022,Uttar Pradesh,4-Wheelers,23,22777,0.100979058
01-01-2024,Tripura,2-Wheelers,3,3000,0.1
01-03-2022,Jharkhand,4-Wheelers,5,5062,0.098775188
01-04-2021,Odisha,4-Wheelers,5,5101,0.098019996
01-07-2021,Assam,2-Wheelers,22,22521,0.097686604
01-01-2022,Himachal Pradesh,4-Wheelers,3,3090,0.097087379
01-11-2022,Bihar,4-Wheelers,6,6295,0.095313741
01-06-2022,Jammu and Kashmir,4-Wheelers,4,4239,0.094361878
01-12-2023,Meghalaya,4-Wheelers,1,1060,0.094339623
01-01-2023,Jammu and Kashmir,4-Wheelers,4,4245,0.094228504
01-03-2024,Arunachal Pradesh,4-Wheelers,1,1081,0.092506938
01-02-2022,Jharkhand,4-Wheelers,4,4335,0.092272203
01-09-2021,Bihar,4-Wheelers,4,4339,0.09218714
01-06-2022,Meghalaya,4-Wheelers,1,1087,0.09199632
01-07-2021,Bihar,4-Wheelers,5,5438,0.091945568
01-06-2021,Jharkhand,4-Wheelers,4,4405,0.090805902
01-09-2022,Jammu and Kashmir,4-Wheelers,4,4432,0.090252708
01-03-2022,Himachal Pradesh,4-Wheelers,3,3371,0.088994364
01-04-2021,Jharkhand,4-Wheelers,3,3425,0.087591241
01-10-2021,Assam,2-Wheelers,28,32155,0.087078215
01-12-2022,Meghalaya,2-Wheelers,1,1180,0.084745763
01-05-2022,Uttar Pradesh,4-Wheelers,26,30695,0.084704349
01-10-2022,Meghalaya,4-Wheelers,1,1188,0.084175084
01-05-2023,Arunachal Pradesh,2-Wheelers,1,1193,0.083822297
01-03-2022,Jammu and Kashmir,4-Wheelers,4,4854,0.082406263
01-05-2022,Manipur,2-Wheelers,2,2443,0.081866558
01-11-2021,Haryana,4-Wheelers,13,16035,0.081072654
01-04-2022,Manipur,2-Wheelers,1,1246,0.080256822
01-07-2021,Jharkhand,4-Wheelers,4,5020,0.079681275
01-05-2022,Himachal Pradesh,4-Wheelers,3,3778,0.079407094
01-01-2023,Meghalaya,4-Wheelers,1,1271,0.078678206
01-02-2022,Uttar Pradesh,4-Wheelers,22,28479,0.077249903
01-07-2022,Tripura,2-Wheelers,2,2632,0.075987842
01-12-2022,Jammu and Kashmir,4-Wheelers,4,5304,0.075414781
01-03-2023,Manipur,2-Wheelers,3,3985,0.075282309
01-07-2022,Punjab,4-Wheelers,7,9415,0.074349442
01-10-2023,Meghalaya,4-Wheelers,1,1354,0.073855244
01-08-2021,Odisha,4-Wheelers,4,5453,0.073354117
01-01-2022,Punjab,4-Wheelers,7,9792,0.071486928
01-12-2021,Jharkhand,4-Wheelers,3,4258,0.070455613
01-06-2021,Bihar,4-Wheelers,4,5692,0.070274069
01-07-2022,Mizoram,2-Wheelers,1,1427,0.070077085
01-01-2024,Meghalaya,4-Wheelers,1,1429,0.069979006
01-03-2022,Haryana,4-Wheelers,13,18621,0.069813651
01-04-2021,Bihar,4-Wheelers,4,5731,0.069795847
01-08-2022,Jammu and Kashmir,4-Wheelers,3,4299,0.069783671
01-05-2022,Jharkhand,4-Wheelers,3,4306,0.069670228
01-07-2022,Uttar Pradesh,4-Wheelers,19,27276,0.069658308
01-01-2023,Assam,4-Wheelers,5,7240,0.069060773
01-10-2021,Haryana,4-Wheelers,8,11634,0.068763968
01-12-2021,Haryana,4-Wheelers,11,16015,0.068685607
01-04-2022,Jammu and Kashmir,4-Wheelers,3,4468,0.067144136
01-05-2021,Himachal Pradesh,4-Wheelers,1,1503,0.066533599
01-06-2021,Bihar,2-Wheelers,67,100771,0.066487382
01-12-2023,Meghalaya,2-Wheelers,1,1518,0.065876153
01-04-2022,Haryana,4-Wheelers,11,16721,0.065785539
01-06-2021,Odisha,4-Wheelers,2,3041,0.06576784
01-06-2021,Tripura,2-Wheelers,1,1523,0.065659882
01-04-2021,Manipur,2-Wheelers,2,3048,0.065616798
01-02-2022,Manipur,2-Wheelers,3,4773,0.062853551
01-01-2023,Uttar Pradesh,4-Wheelers,26,41439,0.062742827
01-12-2021,Uttar Pradesh,4-Wheelers,21,33774,0.062178007
01-03-2022,Uttar Pradesh,4-Wheelers,18,29324,0.061383167
01-06-2022,Uttar Pradesh,4-Wheelers,17,27820,0.061107117
01-05-2022,Mizoram,2-Wheelers,1,1638,0.061050061
01-08-2021,Jharkhand,4-Wheelers,3,5113,0.058673968
01-10-2021,Punjab,4-Wheelers,5,8523,0.058664789
01-08-2022,Uttar Pradesh,4-Wheelers,15,25778,0.058189154
01-09-2022,Meghalaya,2-Wheelers,1,1719,0.058173357
01-10-2022,Himachal Pradesh,4-Wheelers,2,3447,0.058021468
01-04-2021,Bihar,2-Wheelers,47,81056,0.057984603
01-06-2022,Himachal Pradesh,4-Wheelers,2,3457,0.05785363
01-03-2022,Manipur,2-Wheelers,2,3508,0.057012543
01-08-2022,Himachal Pradesh,4-Wheelers,2,3517,0.056866648
01-12-2021,Punjab,4-Wheelers,6,10624,0.056475904
01-10-2023,Meghalaya,2-Wheelers,1,1776,0.056306306
01-07-2021,Odisha,4-Wheelers,3,5552,0.054034582
01-02-2022,Punjab,4-Wheelers,5,9464,0.052831784
01-07-2021,Himachal Pradesh,4-Wheelers,2,3811,0.052479664
01-03-2023,Meghalaya,2-Wheelers,1,1907,0.052438385
01-06-2023,Meghalaya,2-Wheelers,1,1969,0.050787202
01-10-2022,Uttar Pradesh,4-Wheelers,21,42577,0.049322404
01-02-2022,Assam,4-Wheelers,3,6152,0.048764629
01-12-2022,Uttar Pradesh,4-Wheelers,13,27230,0.047741462
01-10-2021,Jammu and Kashmir,4-Wheelers,2,4205,0.047562426
01-12-2022,Assam,4-Wheelers,4,8441,0.04738775
01-09-2021,Haryana,4-Wheelers,7,14879,0.047046172
01-07-2021,West Bengal,2-Wheelers,36,76665,0.046957543
01-04-2021,Punjab,4-Wheelers,4,8955,0.044667783
01-09-2022,Punjab,4-Wheelers,4,8968,0.044603033
01-12-2021,Assam,4-Wheelers,3,6737,0.044530206
01-05-2021,Jharkhand,4-Wheelers,1,2290,0.043668122
01-08-2021,Punjab,4-Wheelers,4,9209,0.043435769
01-10-2021,Uttar Pradesh,4-Wheelers,10,23095,0.043299415
01-01-2022,Uttar Pradesh,4-Wheelers,14,32561,0.042996222
01-06-2021,Punjab,4-Wheelers,3,7126,0.042099354
01-05-2022,Jammu and Kashmir,4-Wheelers,2,4775,0.041884817
01-07-2021,Haryana,4-Wheelers,6,14524,0.041310934
01-09-2021,Odisha,4-Wheelers,2,4865,0.041109969
01-09-2022,Manipur,2-Wheelers,1,2473,0.040436717
01-09-2021,Punjab,4-Wheelers,3,7521,0.039888313
01-11-2022,Himachal Pradesh,4-Wheelers,2,5135,0.038948393
01-04-2021,Madhya Pradesh,4-Wheelers,2,5356,0.037341299
01-04-2021,Punjab,2-Wheelers,9,24348,0.036964022
01-03-2022,Punjab,4-Wheelers,4,10836,0.03691399
01-11-2022,Manipur,2-Wheelers,2,5529,0.036172906
01-06-2021,Uttar Pradesh,2-Wheelers,92,264409,0.03479458
01-11-2022,Uttar Pradesh,4-Wheelers,11,31886,0.034497899
01-10-2021,Odisha,4-Wheelers,2,5830,0.034305317
01-04-2022,Uttar Pradesh,4-Wheelers,11,32173,0.034190159
01-11-2021,Uttar Pradesh,4-Wheelers,10,29608,0.033774655
01-11-2021,Punjab,4-Wheelers,3,9015,0.03327787
01-07-2021,Punjab,4-Wheelers,3,9328,0.032161235
01-06-2022,Punjab,4-Wheelers,3,9388,0.031955688
01-04-2022,Assam,4-Wheelers,2,6354,0.031476235
01-06-2021,Himachal Pradesh,4-Wheelers,1,3193,0.031318509
01-10-2021,Himachal Pradesh,4-Wheelers,1,3201,0.031240237
01-08-2021,Assam,4-Wheelers,2,6447,0.031022181
01-08-2022,Punjab,4-Wheelers,3,9913,0.030263291
01-06-2021,Haryana,4-Wheelers,4,13420,0.029806259
01-09-2021,Himachal Pradesh,4-Wheelers,1,3379,0.029594555
01-04-2022,Punjab,4-Wheelers,3,10147,0.029565389
01-07-2021,Uttar Pradesh,4-Wheelers,8,27999,0.028572449
01-10-2022,Punjab,4-Wheelers,3,10552,0.028430629
01-04-2021,Himachal Pradesh,4-Wheelers,1,3544,0.028216704
01-12-2021,Tripura,2-Wheelers,1,3579,0.027940766
01-03-2022,Assam,4-Wheelers,2,7281,0.027468754
01-06-2021,Assam,2-Wheelers,6,22586,0.026565129
01-09-2021,Jammu and Kashmir,4-Wheelers,1,3773,0.026504108
01-06-2021,Assam,4-Wheelers,1,3842,0.02602811
01-12-2021,Himachal Pradesh,4-Wheelers,1,4105,0.024360536
01-04-2021,Assam,2-Wheelers,7,30344,0.023068811
01-05-2021,Haryana,4-Wheelers,1,4373,0.022867597
01-06-2021,Jammu and Kashmir,4-Wheelers,1,4469,0.022376371
01-05-2021,Uttar Pradesh,4-Wheelers,3,14016,0.02140411
01-05-2021,West Bengal,2-Wheelers,6,28906,0.020756936
01-05-2022,Punjab,4-Wheelers,2,9843,0.020319008
01-04-2021,Haryana,4-Wheelers,3,15476,0.019384854
01-07-2021,Jammu and Kashmir,4-Wheelers,1,5336,0.01874063
01-08-2021,Haryana,4-Wheelers,3,16027,0.018718413
01-06-2021,West Bengal,2-Wheelers,12,67354,0.017816314
01-04-2021,Uttar Pradesh,4-Wheelers,4,23056,0.017349063
01-09-2021,Uttar Pradesh,4-Wheelers,4,23510,0.017014037
01-05-2021,Uttar Pradesh,2-Wheelers,25,147458,0.01695398
01-05-2021,Madhya Pradesh,2-Wheelers,1,6302,0.015867978
01-05-2021,Bihar,2-Wheelers,8,55276,0.014472827
01-04-2021,West Bengal,2-Wheelers,9,65885,0.013660165
01-08-2021,Uttar Pradesh,4-Wheelers,3,24012,0.012493753
01-06-2021,Uttar Pradesh,4-Wheelers,3,25704,0.011671335
01-12-2022,Punjab,4-Wheelers,1,13085,0.007642339
01-04-2021,Sikkim,2-Wheelers,0,398,0
01-04-2021,Sikkim,4-Wheelers,0,361,0
01-05-2021,Sikkim,2-Wheelers,0,113,0
01-05-2021,Sikkim,4-Wheelers,0,98,0
01-06-2021,Sikkim,2-Wheelers,0,229,0
01-06-2021,Sikkim,4-Wheelers,0,244,0
01-07-2021,Sikkim,2-Wheelers,0,458,0
01-07-2021,Sikkim,4-Wheelers,0,452,0
01-08-2021,Sikkim,2-Wheelers,0,489,0
01-08-2021,Sikkim,4-Wheelers,0,408,0
01-09-2021,Sikkim,2-Wheelers,0,540,0
01-09-2021,Sikkim,4-Wheelers,0,355,0
01-10-2021,Sikkim,2-Wheelers,0,455,0
01-10-2021,Sikkim,4-Wheelers,0,345,0
01-11-2021,Sikkim,2-Wheelers,0,478,0
01-11-2021,Sikkim,4-Wheelers,0,351,0
01-12-2021,Sikkim,2-Wheelers,0,454,0
01-12-2021,Sikkim,4-Wheelers,0,394,0
01-01-2022,Sikkim,2-Wheelers,0,400,0
01-01-2022,Sikkim,4-Wheelers,0,270,0
01-02-2022,Sikkim,2-Wheelers,0,384,0
01-02-2022,Sikkim,4-Wheelers,0,371,0
01-03-2022,Sikkim,2-Wheelers,0,460,0
01-03-2022,Sikkim,4-Wheelers,0,390,0
01-04-2022,Sikkim,2-Wheelers,0,455,0
01-04-2022,Sikkim,4-Wheelers,0,380,0
01-05-2022,Sikkim,2-Wheelers,0,461,0
01-05-2022,Sikkim,4-Wheelers,0,421,0
01-06-2022,Sikkim,2-Wheelers,0,429,0
01-06-2022,Sikkim,4-Wheelers,0,446,0
01-07-2022,Sikkim,2-Wheelers,0,409,0
01-07-2022,Sikkim,4-Wheelers,0,439,0
01-08-2022,Sikkim,2-Wheelers,0,394,0
01-08-2022,Sikkim,4-Wheelers,0,421,0
01-09-2022,Sikkim,2-Wheelers,0,443,0
01-09-2022,Sikkim,4-Wheelers,0,581,0
01-10-2022,Sikkim,2-Wheelers,0,371,0
01-10-2022,Sikkim,4-Wheelers,0,340,0
01-11-2022,Sikkim,2-Wheelers,0,431,0
01-11-2022,Sikkim,4-Wheelers,0,411,0
01-12-2022,Sikkim,2-Wheelers,0,274,0
01-12-2022,Sikkim,4-Wheelers,0,288,0
01-01-2023,Sikkim,2-Wheelers,0,470,0
01-01-2023,Sikkim,4-Wheelers,0,420,0
01-02-2023,Sikkim,2-Wheelers,0,324,0
01-02-2023,Sikkim,4-Wheelers,0,364,0
01-03-2023,Sikkim,2-Wheelers,0,454,0
01-03-2023,Sikkim,4-Wheelers,0,505,0
01-04-2023,Sikkim,2-Wheelers,0,465,0
01-04-2023,Sikkim,4-Wheelers,0,439,0
01-05-2023,Sikkim,2-Wheelers,0,507,0
01-05-2023,Sikkim,4-Wheelers,0,448,0
01-06-2023,Sikkim,2-Wheelers,0,517,0
01-06-2023,Sikkim,4-Wheelers,0,457,0
01-07-2023,Sikkim,2-Wheelers,0,423,0
01-07-2023,Sikkim,4-Wheelers,0,371,0
01-08-2023,Sikkim,2-Wheelers,0,465,0
01-08-2023,Sikkim,4-Wheelers,0,460,0
01-09-2023,Sikkim,2-Wheelers,0,546,0
01-09-2023,Sikkim,4-Wheelers,0,509,0
01-10-2023,Sikkim,2-Wheelers,0,398,0
01-10-2023,Sikkim,4-Wheelers,0,389,0
01-11-2023,Sikkim,2-Wheelers,0,470,0
01-11-2023,Sikkim,4-Wheelers,0,403,0
01-12-2023,Sikkim,2-Wheelers,0,365,0
01-12-2023,Sikkim,4-Wheelers,0,318,0
01-01-2024,Sikkim,2-Wheelers,0,509,0
01-01-2024,Sikkim,4-Wheelers,0,422,0
01-02-2024,Sikkim,2-Wheelers,0,408,0
01-02-2024,Sikkim,4-Wheelers,0,375,0
01-03-2024,Sikkim,2-Wheelers,0,399,0
01-03-2024,Sikkim,4-Wheelers,0,455,0
01-04-2021,Andaman & Nicobar Island,2-Wheelers,0,515,0
01-04-2021,Arunachal Pradesh,2-Wheelers,0,1256,0
01-04-2021,Arunachal Pradesh,4-Wheelers,0,724,0
01-04-2021,Assam,4-Wheelers,0,6576,0
01-04-2021,Chhattisgarh,4-Wheelers,0,1563,0
01-04-2021,DNH and DD,4-Wheelers,0,278,0
01-04-2021,Jammu and Kashmir,4-Wheelers,0,5107,0
01-04-2021,Ladakh,2-Wheelers,0,2,0
01-04-2021,Ladakh,4-Wheelers,0,20,0
01-04-2021,Manipur,4-Wheelers,0,808,0
01-04-2021,Meghalaya,2-Wheelers,0,1189,0
01-04-2021,Mizoram,2-Wheelers,0,1507,0
01-04-2021,Mizoram,4-Wheelers,0,281,0
01-04-2021,Nagaland,2-Wheelers,0,561,0
01-04-2021,Nagaland,4-Wheelers,0,747,0
01-04-2021,Puducherry,4-Wheelers,0,655,0
01-04-2021,Tripura,2-Wheelers,0,2906,0
01-04-2021,Tripura,4-Wheelers,0,289,0
01-05-2021,Andaman & Nicobar Island,2-Wheelers,0,4,0
01-05-2021,Andaman & Nicobar Island,4-Wheelers,0,1,0
01-05-2021,Arunachal Pradesh,2-Wheelers,0,552,0
01-05-2021,Arunachal Pradesh,4-Wheelers,0,302,0
01-05-2021,Assam,2-Wheelers,0,14723,0
01-05-2021,Assam,4-Wheelers,0,3295,0
01-05-2021,Bihar,4-Wheelers,0,2249,0
01-05-2021,Chandigarh,2-Wheelers,0,411,0
01-05-2021,Chhattisgarh,4-Wheelers,0,1387,0
01-05-2021,DNH and DD,2-Wheelers,0,452,0
01-05-2021,DNH and DD,4-Wheelers,0,202,0
01-05-2021,Delhi,2-Wheelers,0,22,0
01-05-2021,Delhi,4-Wheelers,0,21,0
01-05-2021,Jammu and Kashmir,4-Wheelers,0,2372,0
01-05-2021,Ladakh,2-Wheelers,0,11,0
01-05-2021,Ladakh,4-Wheelers,0,70,0
01-05-2021,Madhya Pradesh,4-Wheelers,0,195,0
01-05-2021,Manipur,2-Wheelers,0,288,0
01-05-2021,Manipur,4-Wheelers,0,9,0
01-05-2021,Meghalaya,2-Wheelers,0,332,0
01-05-2021,Mizoram,2-Wheelers,0,15,0
01-05-2021,Mizoram,4-Wheelers,0,4,0
01-05-2021,Nagaland,2-Wheelers,0,125,0
01-05-2021,Nagaland,4-Wheelers,0,126,0
01-05-2021,Odisha,4-Wheelers,0,722,0
01-05-2021,Punjab,4-Wheelers,0,5202,0
01-05-2021,Tripura,2-Wheelers,0,2063,0
01-05-2021,Tripura,4-Wheelers,0,192,0
01-05-2021,Uttarakhand,4-Wheelers,0,1145,0
01-06-2021,Andaman & Nicobar Island,2-Wheelers,0,2,0
01-06-2021,Arunachal Pradesh,2-Wheelers,0,727,0
01-06-2021,Arunachal Pradesh,4-Wheelers,0,565,0
01-06-2021,Ladakh,2-Wheelers,0,3,0
01-06-2021,Ladakh,4-Wheelers,0,112,0
01-06-2021,Manipur,2-Wheelers,0,89,0
01-06-2021,Manipur,4-Wheelers,0,18,0
01-06-2021,Meghalaya,2-Wheelers,0,354,0
01-06-2021,Meghalaya,4-Wheelers,0,246,0
01-06-2021,Mizoram,2-Wheelers,0,648,0
01-06-2021,Mizoram,4-Wheelers,0,298,0
01-06-2021,Nagaland,2-Wheelers,0,42,0
01-06-2021,Nagaland,4-Wheelers,0,54,0
01-06-2021,Puducherry,4-Wheelers,0,445,0
01-06-2021,Tripura,4-Wheelers,0,185,0
01-07-2021,Andaman & Nicobar Island,2-Wheelers,0,467,0
01-07-2021,Arunachal Pradesh,2-Wheelers,0,994,0
01-07-2021,Arunachal Pradesh,4-Wheelers,0,661,0
01-07-2021,Assam,4-Wheelers,0,4988,0
01-07-2021,DNH and DD,4-Wheelers,0,276,0
01-07-2021,Ladakh,2-Wheelers,0,51,0
01-07-2021,Ladakh,4-Wheelers,0,552,0
01-07-2021,Manipur,2-Wheelers,0,474,0
01-07-2021,Manipur,4-Wheelers,0,68,0
01-07-2021,Meghalaya,2-Wheelers,0,726,0
01-07-2021,Mizoram,2-Wheelers,0,1096,0
01-07-2021,Mizoram,4-Wheelers,0,219,0
01-07-2021,Nagaland,2-Wheelers,0,583,0
01-07-2021,Nagaland,4-Wheelers,0,1039,0
01-07-2021,Puducherry,4-Wheelers,0,866,0
01-07-2021,Tripura,2-Wheelers,0,2211,0
01-07-2021,Tripura,4-Wheelers,0,352,0
01-08-2021,Andaman & Nicobar Island,2-Wheelers,0,406,0
01-08-2021,Arunachal Pradesh,2-Wheelers,0,1126,0
01-08-2021,Arunachal Pradesh,4-Wheelers,0,758,0
01-08-2021,DNH and DD,4-Wheelers,0,321,0
01-08-2021,Himachal Pradesh,4-Wheelers,0,3641,0
01-08-2021,Jammu and Kashmir,4-Wheelers,0,5430,0
01-08-2021,Ladakh,2-Wheelers,0,30,0
01-08-2021,Ladakh,4-Wheelers,0,459,0
01-08-2021,Manipur,2-Wheelers,0,1016,0
01-08-2021,Manipur,4-Wheelers,0,561,0
